experiment_id,fold,head,bin,auc,sens_at_fpr,thr_at_fpr,n_pos,n_neg,fpr_target
text_lr_no_entropy,1,txt,"(5.0,10.0]",0.6,0.14285714285714285,0.3344674104702613,7,65,0.1
text_lr_no_entropy,1,txt,=0,0.5653846153846154,0.0,0.3344674104702613,4,65,0.1
text_lr_no_entropy,2,txt,"(0.0,5.0]",0.8021978021978022,0.42857142857142855,0.34449964755076257,7,65,0.1
text_lr_no_entropy,2,txt,"(10.0,15.0]",0.6395604395604395,0.2857142857142857,0.34449964755076257,7,65,0.1
text_lr_no_entropy,2,txt,"(5.0,10.0]",0.6991452991452991,0.3333333333333333,0.34449964755076257,9,65,0.1
text_lr_no_entropy,2,txt,=0,0.4871794871794872,0.0,0.34449964755076257,3,65,0.1
text_lr_no_entropy,3,txt,"(0.0,5.0]",0.5763888888888888,0.0,0.48208871735656844,9,64,0.1
text_lr_no_entropy,3,txt,"(10.0,15.0]",0.390625,0.0,0.48208871735656844,4,64,0.1
text_lr_no_entropy,3,txt,"(5.0,10.0]",0.6328125,0.25,0.48208871735656844,8,64,0.1
text_lr_no_entropy,3,txt,=0,0.5,0.16666666666666666,0.48208871735656844,6,64,0.1
text_lr_no_entropy,4,txt,"(0.0,5.0]",0.7452991452991453,0.3333333333333333,0.3595889786652312,9,65,0.1
text_lr_no_entropy,4,txt,"(10.0,15.0]",0.45230769230769236,0.0,0.3595889786652312,5,65,0.1
text_lr_no_entropy,4,txt,"(5.0,10.0]",0.5692307692307692,0.0,0.3595889786652312,4,65,0.1
text_lr_no_entropy,4,txt,=0,0.4634615384615385,0.0,0.3595889786652312,8,65,0.1
text_lr_no_entropy,5,txt,"(0.0,5.0]",0.5903846153846154,0.125,0.40192497094123203,8,65,0.1
text_lr_no_entropy,5,txt,"(10.0,15.0]",0.4230769230769231,0.0,0.40192497094123203,8,65,0.1
text_lr_no_entropy,5,txt,"(5.0,10.0]",0.4346153846153846,0.0,0.40192497094123203,4,65,0.1
text_lr_no_entropy,5,txt,=0,0.4769230769230769,0.0,0.40192497094123203,6,65,0.1
text_lr_novel_only,1,txt,"(0.0,5.0]",0.6089743589743589,0.16666666666666666,0.3016238587433273,12,65,0.1
text_lr_novel_only,1,txt,"(10.0,15.0]",0.5538461538461538,0.0,0.3016238587433273,3,65,0.1
text_lr_novel_only,1,txt,"(5.0,10.0]",0.5846153846153845,0.14285714285714285,0.3016238587433273,7,65,0.1
text_lr_novel_only,1,txt,=0,0.6230769230769231,0.25,0.3016238587433273,4,65,0.1
text_lr_novel_only,2,txt,"(0.0,5.0]",0.7274725274725274,0.42857142857142855,0.3298800965483073,7,65,0.1
text_lr_novel_only,2,txt,"(10.0,15.0]",0.657142857142857,0.0,0.3298800965483073,7,65,0.1
text_lr_novel_only,2,txt,"(5.0,10.0]",0.5282051282051281,0.3333333333333333,0.3298800965483073,9,65,0.1
text_lr_novel_only,2,txt,=0,0.21025641025641023,0.0,0.3298800965483073,3,65,0.1
text_lr_novel_only,3,txt,"(0.0,5.0]",0.5711805555555556,0.1111111111111111,0.3612949583397245,9,64,0.1
text_lr_novel_only,3,txt,"(10.0,15.0]",0.66015625,0.25,0.3612949583397245,4,64,0.1
text_lr_novel_only,3,txt,"(5.0,10.0]",0.7109375,0.25,0.3612949583397245,8,64,0.1
text_lr_novel_only,3,txt,=0,0.49218749999999994,0.0,0.3612949583397245,6,64,0.1
text_lr_novel_only,4,txt,"(0.0,5.0]",0.6153846153846154,0.2222222222222222,0.3568682169016012,9,65,0.1
text_lr_novel_only,4,txt,"(10.0,15.0]",0.4461538461538461,0.0,0.3568682169016012,5,65,0.1
text_lr_novel_only,4,txt,"(5.0,10.0]",0.5884615384615385,0.0,0.3568682169016012,4,65,0.1
text_lr_novel_only,4,txt,=0,0.5903846153846154,0.25,0.3568682169016012,8,65,0.1
text_lr_novel_only,5,txt,"(0.0,5.0]",0.5288461538461539,0.25,0.3099408577830138,8,65,0.1
text_lr_novel_only,5,txt,"(10.0,15.0]",0.5307692307692308,0.125,0.3099408577830138,8,65,0.1
text_lr_novel_only,5,txt,"(5.0,10.0]",0.48846153846153845,0.0,0.3099408577830138,4,65,0.1
text_lr_novel_only,5,txt,=0,0.6666666666666666,0.16666666666666666,0.3099408577830138,6,65,0.1
text_lr_traditional_only,1,txt,"(0.0,5.0]",0.6,0.25,0.3280793143485507,12,65,0.1
text_lr_traditional_only,1,txt,"(10.0,15.0]",0.48717948717948717,0.0,0.3280793143485507,3,65,0.1
text_lr_traditional_only,1,txt,"(5.0,10.0]",0.621978021978022,0.14285714285714285,0.3280793143485507,7,65,0.1
text_lr_traditional_only,1,txt,=0,0.5615384615384615,0.0,0.3280793143485507,4,65,0.1
text_lr_traditional_only,2,txt,"(0.0,5.0]",0.8219780219780219,0.5714285714285714,0.34023474453034785,7,65,0.1
text_lr_traditional_only,2,txt,"(10.0,15.0]",0.6659340659340659,0.2857142857142857,0.34023474453034785,7,65,0.1
text_lr_traditional_only,2,txt,"(5.0,10.0]",0.7111111111111111,0.4444444444444444,0.34023474453034785,9,65,0.1
text_lr_traditional_only,2,txt,=0,0.523076923076923,0.0,0.34023474453034785,3,65,0.1
text_lr_traditional_only,3,txt,"(0.0,5.0]",0.5815972222222222,0.1111111111111111,0.4659031338363482,9,64,0.1
text_lr_traditional_only,3,txt,"(10.0,15.0]",0.38671875,0.25,0.4659031338363482,4,64,0.1
text_lr_traditional_only,3,txt,"(5.0,10.0]",0.634765625,0.25,0.4659031338363482,8,64,0.1
text_lr_traditional_only,3,txt,=0,0.5260416666666666,0.16666666666666666,0.4659031338363482,6,64,0.1
text_lr_traditional_only,4,txt,"(0.0,5.0]",0.7538461538461538,0.3333333333333333,0.3517534558964634,9,65,0.1
text_lr_traditional_only,4,txt,"(10.0,15.0]",0.44,0.0,0.3517534558964634,5,65,0.1
text_lr_traditional_only,4,txt,"(5.0,10.0]",0.6307692307692307,0.0,0.3517534558964634,4,65,0.1
text_lr_traditional_only,4,txt,=0,0.5153846153846153,0.0,0.3517534558964634,8,65,0.1
text_lr_traditional_only,5,txt,"(0.0,5.0]",0.6096153846153847,0.125,0.4014745545240804,8,65,0.1
text_lr_traditional_only,5,txt,"(10.0,15.0]",0.4134615384615384,0.0,0.4014745545240804,8,65,0.1
text_lr_traditional_only,5,txt,"(5.0,10.0]",0.38846153846153847,0.0,0.4014745545240804,4,65,0.1
text_lr_traditional_only,5,txt,=0,0.48461538461538456,0.0,0.4014745545240804,6,65,0.1
