experiment_id,fold,head,bin,auc,sens_at_fpr,thr_at_fpr,n_pos,n_neg,fpr_target
audio_core_lr,1,aud,"(0.0,5.0]",0.3125,0.0,0.418730618088381,2,32,0.1
audio_core_lr,1,aud,"(10.0,15.0]",0.375,0.0,0.418730618088381,2,32,0.1
audio_core_lr,1,aud,"(5.0,10.0]",0.4,0.0,0.418730618088381,5,32,0.1
audio_core_lr,1,aud,=0,0.5703125,0.25,0.418730618088381,4,32,0.1
audio_core_lr,2,aud,"(0.0,5.0]",0.63125,0.2,0.335026165750346,5,32,0.1
audio_core_lr,2,aud,"(10.0,15.0]",0.59375,0.0,0.335026165750346,2,32,0.1
audio_core_lr,2,aud,"(5.0,10.0]",0.875,0.5,0.335026165750346,2,32,0.1
audio_core_lr,2,aud,=0,0.4453125,0.25,0.335026165750346,4,32,0.1
audio_core_lr,3,aud,"(0.0,5.0]",0.43939393939393934,0.0,0.446717523173066,2,33,0.1
audio_core_lr,3,aud,"(10.0,15.0]",0.296969696969697,0.0,0.446717523173066,5,33,0.1
audio_core_lr,3,aud,"(5.0,10.0]",0.28787878787878785,0.0,0.446717523173066,4,33,0.1
audio_core_lr,3,aud,=0,0.3181818181818182,0.0,0.446717523173066,2,33,0.1
audio_core_lr,4,aud,"(0.0,5.0]",0.46875,0.0,0.394842283837854,6,32,0.1
audio_core_lr,4,aud,"(10.0,15.0]",0.29166666666666663,0.0,0.394842283837854,3,32,0.1
audio_core_lr,4,aud,"(5.0,10.0]",0.6875,0.0,0.394842283837854,1,32,0.1
audio_core_lr,4,aud,=0,0.5208333333333333,0.3333333333333333,0.394842283837854,3,32,0.1
audio_core_lr,5,aud,"(0.0,5.0]",0.36796536796536794,0.2857142857142857,0.3860560743796415,7,33,0.1
audio_core_lr,5,aud,"(10.0,15.0]",0.5,0.5,0.3860560743796415,2,33,0.1
audio_core_lr,5,aud,"(5.0,10.0]",0.2323232323232323,0.0,0.3860560743796415,3,33,0.1
audio_core_lr,5,aud,=0,0.6363636363636364,0.0,0.3860560743796415,1,33,0.1
audio_core_lr,6,aud,"(0.0,5.0]",0.6822916666666667,0.16666666666666666,0.39773995911293747,6,32,0.1
audio_core_lr,6,aud,"(10.0,15.0]",0.28125,0.0,0.39773995911293747,2,32,0.1
audio_core_lr,6,aud,"(5.0,10.0]",0.15625,0.0,0.39773995911293747,1,32,0.1
audio_core_lr,6,aud,=0,0.421875,0.0,0.39773995911293747,4,32,0.1
audio_core_lr,7,aud,"(0.0,5.0]",0.40909090909090906,0.0,0.3729996501155867,4,33,0.1
audio_core_lr,7,aud,"(10.0,15.0]",0.5858585858585859,0.0,0.3729996501155867,3,33,0.1
audio_core_lr,7,aud,"(5.0,10.0]",0.43434343434343436,0.0,0.3729996501155867,3,33,0.1
audio_core_lr,7,aud,=0,0.4747474747474747,0.0,0.3729996501155867,3,33,0.1
audio_core_lr,8,aud,"(0.0,5.0]",0.675,0.6,0.3365691657239507,5,32,0.1
audio_core_lr,8,aud,"(10.0,15.0]",0.7916666666666666,0.3333333333333333,0.3365691657239507,3,32,0.1
audio_core_lr,8,aud,"(5.0,10.0]",0.6458333333333334,0.0,0.3365691657239507,3,32,0.1
audio_core_lr,8,aud,=0,0.578125,0.0,0.3365691657239507,2,32,0.1
audio_core_lr,9,aud,"(0.0,5.0]",0.6926406926406926,0.14285714285714285,0.4256340567031732,7,33,0.1
audio_core_lr,9,aud,"(5.0,10.0]",0.45454545454545453,0.0,0.4256340567031732,3,33,0.1
audio_core_lr,9,aud,=0,0.5151515151515151,0.0,0.4256340567031732,3,33,0.1
audio_core_lr,10,aud,"(0.0,5.0]",0.34375,0.0,0.36162303292794973,1,32,0.1
audio_core_lr,10,aud,"(10.0,15.0]",0.325,0.0,0.36162303292794973,5,32,0.1
audio_core_lr,10,aud,"(5.0,10.0]",0.5491071428571428,0.2857142857142857,0.36162303292794973,7,32,0.1
audio_core_lr,10,aud,=0,0.96875,1.0,0.36162303292794973,1,32,0.1
audio_lr,1,aud,"(0.0,5.0]",0.328125,0.0,0.49889501870244946,2,32,0.1
audio_lr,1,aud,"(10.0,15.0]",0.609375,0.0,0.49889501870244946,2,32,0.1
audio_lr,1,aud,"(5.0,10.0]",0.45,0.0,0.49889501870244946,5,32,0.1
audio_lr,1,aud,=0,0.7109375,0.25,0.49889501870244946,4,32,0.1
audio_lr,2,aud,"(0.0,5.0]",0.44375,0.2,0.5772517631830304,5,32,0.1
audio_lr,2,aud,"(10.0,15.0]",0.3125,0.0,0.5772517631830304,2,32,0.1
audio_lr,2,aud,"(5.0,10.0]",0.453125,0.0,0.5772517631830304,2,32,0.1
audio_lr,2,aud,=0,0.4921875,0.25,0.5772517631830304,4,32,0.1
audio_lr,3,aud,"(0.0,5.0]",0.6212121212121212,0.0,0.38097588858047504,2,33,0.1
audio_lr,3,aud,"(10.0,15.0]",0.7757575757575758,0.6,0.38097588858047504,5,33,0.1
audio_lr,3,aud,"(5.0,10.0]",0.2727272727272727,0.25,0.38097588858047504,4,33,0.1
audio_lr,3,aud,=0,0.6363636363636364,0.5,0.38097588858047504,2,33,0.1
audio_lr,4,aud,"(0.0,5.0]",0.375,0.0,0.6886710015612417,6,32,0.1
audio_lr,4,aud,"(10.0,15.0]",0.6041666666666666,0.3333333333333333,0.6886710015612417,3,32,0.1
audio_lr,4,aud,"(5.0,10.0]",0.625,0.0,0.6886710015612417,1,32,0.1
audio_lr,4,aud,=0,0.46875,0.0,0.6886710015612417,3,32,0.1
audio_lr,5,aud,"(0.0,5.0]",0.3766233766233766,0.14285714285714285,0.45589675051483086,7,33,0.1
audio_lr,5,aud,"(10.0,15.0]",0.6212121212121212,0.0,0.45589675051483086,2,33,0.1
audio_lr,5,aud,"(5.0,10.0]",0.9393939393939394,0.6666666666666666,0.45589675051483086,3,33,0.1
audio_lr,5,aud,=0,0.5757575757575757,0.0,0.45589675051483086,1,33,0.1
audio_lr,6,aud,"(0.0,5.0]",0.5364583333333333,0.3333333333333333,0.38076819802264367,6,32,0.1
audio_lr,6,aud,"(10.0,15.0]",0.296875,0.0,0.38076819802264367,2,32,0.1
audio_lr,6,aud,"(5.0,10.0]",0.90625,1.0,0.38076819802264367,1,32,0.1
audio_lr,6,aud,=0,0.90625,0.5,0.38076819802264367,4,32,0.1
audio_lr,7,aud,"(0.0,5.0]",0.4772727272727273,0.0,0.7601540701415623,4,33,0.1
audio_lr,7,aud,"(10.0,15.0]",0.5959595959595959,0.3333333333333333,0.7601540701415623,3,33,0.1
audio_lr,7,aud,"(5.0,10.0]",0.42424242424242425,0.0,0.7601540701415623,3,33,0.1
audio_lr,7,aud,=0,0.6161616161616161,0.3333333333333333,0.7601540701415623,3,33,0.1
audio_lr,8,aud,"(0.0,5.0]",0.83125,0.8,0.508297526672102,5,32,0.1
audio_lr,8,aud,"(10.0,15.0]",0.34375,0.0,0.508297526672102,3,32,0.1
audio_lr,8,aud,"(5.0,10.0]",0.6041666666666666,0.0,0.508297526672102,3,32,0.1
audio_lr,8,aud,=0,0.890625,0.5,0.508297526672102,2,32,0.1
audio_lr,9,aud,"(0.0,5.0]",0.7229437229437229,0.2857142857142857,0.7074604110664713,7,33,0.1
audio_lr,9,aud,"(5.0,10.0]",0.3131313131313131,0.0,0.7074604110664713,3,33,0.1
audio_lr,9,aud,=0,0.6262626262626263,0.0,0.7074604110664713,3,33,0.1
audio_lr,10,aud,"(0.0,5.0]",0.75,0.0,0.46964386804962177,1,32,0.1
audio_lr,10,aud,"(10.0,15.0]",0.64375,0.2,0.46964386804962177,5,32,0.1
audio_lr,10,aud,"(5.0,10.0]",0.7410714285714286,0.2857142857142857,0.46964386804962177,7,32,0.1
audio_lr,10,aud,=0,0.96875,1.0,0.46964386804962177,1,32,0.1
early_fusion_audio_pca_lr,1,fus,"(0.0,5.0]",0.28125,0.0,0.5783446312995157,2,32,0.1
early_fusion_audio_pca_lr,1,fus,"(10.0,15.0]",0.546875,0.0,0.5783446312995157,2,32,0.1
early_fusion_audio_pca_lr,1,fus,"(5.0,10.0]",0.4875,0.0,0.5783446312995157,5,32,0.1
early_fusion_audio_pca_lr,1,fus,=0,0.796875,0.0,0.5783446312995157,4,32,0.1
early_fusion_audio_pca_lr,2,fus,"(0.0,5.0]",0.5375000000000001,0.2,0.6394878755625955,5,32,0.1
early_fusion_audio_pca_lr,2,fus,"(10.0,15.0]",0.3125,0.0,0.6394878755625955,2,32,0.1
early_fusion_audio_pca_lr,2,fus,"(5.0,10.0]",0.765625,0.0,0.6394878755625955,2,32,0.1
early_fusion_audio_pca_lr,2,fus,=0,0.515625,0.25,0.6394878755625955,4,32,0.1
early_fusion_audio_pca_lr,3,fus,"(0.0,5.0]",0.40909090909090906,0.0,0.46749656850449767,2,33,0.1
early_fusion_audio_pca_lr,3,fus,"(10.0,15.0]",0.6,0.2,0.46749656850449767,5,33,0.1
early_fusion_audio_pca_lr,3,fus,"(5.0,10.0]",0.2803030303030303,0.25,0.46749656850449767,4,33,0.1
early_fusion_audio_pca_lr,3,fus,=0,0.696969696969697,0.5,0.46749656850449767,2,33,0.1
early_fusion_audio_pca_lr,4,fus,"(0.0,5.0]",0.42708333333333337,0.16666666666666666,0.6866768708048572,6,32,0.1
early_fusion_audio_pca_lr,4,fus,"(10.0,15.0]",0.6354166666666666,0.3333333333333333,0.6866768708048572,3,32,0.1
early_fusion_audio_pca_lr,4,fus,"(5.0,10.0]",0.53125,0.0,0.6866768708048572,1,32,0.1
early_fusion_audio_pca_lr,4,fus,=0,0.35416666666666663,0.0,0.6866768708048572,3,32,0.1
early_fusion_audio_pca_lr,5,fus,"(0.0,5.0]",0.3939393939393939,0.14285714285714285,0.44298633949800764,7,33,0.1
early_fusion_audio_pca_lr,5,fus,"(10.0,15.0]",0.7878787878787878,0.5,0.44298633949800764,2,33,0.1
early_fusion_audio_pca_lr,5,fus,"(5.0,10.0]",0.6565656565656565,0.6666666666666666,0.44298633949800764,3,33,0.1
early_fusion_audio_pca_lr,5,fus,=0,0.8484848484848485,0.0,0.44298633949800764,1,33,0.1
early_fusion_audio_pca_lr,6,fus,"(0.0,5.0]",0.5572916666666666,0.16666666666666666,0.4975832701405417,6,32,0.1
early_fusion_audio_pca_lr,6,fus,"(10.0,15.0]",0.421875,0.0,0.4975832701405417,2,32,0.1
early_fusion_audio_pca_lr,6,fus,"(5.0,10.0]",0.65625,0.0,0.4975832701405417,1,32,0.1
early_fusion_audio_pca_lr,6,fus,=0,0.703125,0.25,0.4975832701405417,4,32,0.1
early_fusion_audio_pca_lr,7,fus,"(0.0,5.0]",0.5075757575757576,0.0,0.6331483166456047,4,33,0.1
early_fusion_audio_pca_lr,7,fus,"(10.0,15.0]",0.4949494949494949,0.3333333333333333,0.6331483166456047,3,33,0.1
early_fusion_audio_pca_lr,7,fus,"(5.0,10.0]",0.5555555555555556,0.0,0.6331483166456047,3,33,0.1
early_fusion_audio_pca_lr,7,fus,=0,0.6060606060606061,0.0,0.6331483166456047,3,33,0.1
early_fusion_audio_pca_lr,8,fus,"(0.0,5.0]",0.8875,0.6,0.36994692640486576,5,32,0.1
early_fusion_audio_pca_lr,8,fus,"(10.0,15.0]",0.45833333333333337,0.3333333333333333,0.36994692640486576,3,32,0.1
early_fusion_audio_pca_lr,8,fus,"(5.0,10.0]",0.4270833333333333,0.0,0.36994692640486576,3,32,0.1
early_fusion_audio_pca_lr,8,fus,=0,0.671875,0.0,0.36994692640486576,2,32,0.1
early_fusion_audio_pca_lr,9,fus,"(0.0,5.0]",0.6363636363636362,0.42857142857142855,0.6295835885193888,7,33,0.1
early_fusion_audio_pca_lr,9,fus,"(5.0,10.0]",0.47474747474747475,0.0,0.6295835885193888,3,33,0.1
early_fusion_audio_pca_lr,9,fus,=0,0.5656565656565656,0.0,0.6295835885193888,3,33,0.1
early_fusion_audio_pca_lr,10,fus,"(0.0,5.0]",0.875,0.0,0.4024418253022676,1,32,0.1
early_fusion_audio_pca_lr,10,fus,"(10.0,15.0]",0.5874999999999999,0.4,0.4024418253022676,5,32,0.1
early_fusion_audio_pca_lr,10,fus,"(5.0,10.0]",0.7946428571428572,0.42857142857142855,0.4024418253022676,7,32,0.1
early_fusion_audio_pca_lr,10,fus,=0,0.96875,1.0,0.4024418253022676,1,32,0.1
