experiment_id,fold,head,eval_level,thr,auc,f1,sens,spec,brier,n_pos,n_neg,n_test,threshold_policy,target_sensitivity
audio_lr,7,aud,speaker,0.5,0.41964285714285715,0.3333333333333333,0.25,0.8571428571428571,0.2581870751283541,8,14,22,fixed_0.5,
audio_core_lr,7,aud,clip,0.5,0.47086247086247085,0.0,0.0,0.9696969696969697,0.21247307356441955,13,33,46,fixed_0.5,
audio_core_lr,7,aud,speaker,0.5,0.4821428571428571,0.0,0.0,1.0,0.24061370380944733,8,14,22,fixed_0.5,
early_fusion_audio_pca_lr,7,fus,clip,0.5,0.5384615384615385,0.18181818181818185,0.15384615384615385,0.7878787878787878,0.2525700587384434,13,33,46,fixed_0.5,
early_fusion_audio_pca_lr,7,fus,speaker,0.5,0.4642857142857143,0.18181818181818182,0.125,0.8571428571428571,0.25921549210865796,8,14,22,fixed_0.5,
audio_lr,8,aud,clip,0.5,0.6754807692307692,0.4545454545454546,0.38461538461538464,0.875,0.18766075414517241,13,32,45,fixed_0.5,
audio_lr,8,aud,speaker,0.5,0.6581196581196582,0.46153846153846156,0.3333333333333333,0.9230769230769231,0.20886393258693195,9,13,22,fixed_0.5,
audio_core_lr,8,aud,clip,0.5,0.6802884615384616,0.14285714285714288,0.07692307692307693,1.0,0.18781960567659092,13,32,45,fixed_0.5,
audio_core_lr,8,aud,speaker,0.5,0.6581196581196581,0.19999999999999998,0.1111111111111111,1.0,0.2353659679504906,9,13,22,fixed_0.5,
early_fusion_audio_pca_lr,8,fus,clip,0.5,0.6490384615384616,0.3529411764705882,0.23076923076923078,0.96875,0.18774660971454848,13,32,45,fixed_0.5,
early_fusion_audio_pca_lr,8,fus,speaker,0.5,0.6752136752136753,0.3636363636363636,0.2222222222222222,1.0,0.21971941224799896,9,13,22,fixed_0.5,
audio_lr,9,aud,clip,0.5,0.6060606060606061,0.2608695652173913,0.23076923076923078,0.7878787878787878,0.24262569600959497,13,33,46,fixed_0.5,
audio_lr,9,aud,speaker,0.5,0.5267857142857143,0.3333333333333333,0.25,0.8571428571428571,0.2564367810792763,8,14,22,fixed_0.5,
