iter	Logloss
132	0.08009796776
133	0.07892260815
134	0.07879763225
135	0.077874645
136	0.07719569196
137	0.07691807034
138	0.07580860985
139	0.07490617434
140	0.0739651166
141	0.07314576767
142	0.07234706522
143	0.07123708419
144	0.07032075365
145	0.06894989396
146	0.06804973871
147	0.06715338197
148	0.06633283605
149	0.06554270295
150	0.06483431341
151	0.06412921225
152	0.06297238116
153	0.06284109705
154	0.06258296932
155	0.06201693907
156	0.06110031869
157	0.06009844483
158	0.06004449047
159	0.0595161522
160	0.05838188464
161	0.05799375487
162	0.05723478992
163	0.05631617233
164	0.05627601666
165	0.05560127664
166	0.05473495579
167	0.0541821906
168	0.05345984519
169	0.05275361915
170	0.05205929131
171	0.05145315388
172	0.05071199661
173	0.05066568089
174	0.05062809771
175	0.0505663069
176	0.05018357852
177	0.04963792721
178	0.04943033183
179	0.04889492256
180	0.04886271669
181	0.0487417791
182	0.0480842095
183	0.04759520875
184	0.04748555623
185	0.0468246093
186	0.04647504915
187	0.04630952268
188	0.04552359778
189	0.04545713766
190	0.04486575536
191	0.04468770581
192	0.04465786202
193	0.04425821852
194	0.04375873249
195	0.04371319151
196	0.04304859954
197	0.04302603285
198	0.04291869147
199	0.04240928716
200	0.04191924502
201	0.04150812412
202	0.04106426189
203	0.040961838
204	0.04050404921
205	0.04014089809
206	0.03965153673
207	0.03940014633
208	0.03895946978
209	0.03854293368
210	0.03844698881
211	0.03794395886
212	0.03792012127
213	0.03790251389
214	0.03787784364
215	0.03781284488
216	0.03779487578
217	0.03730822394
218	0.03700324783
219	0.03657051815
220	0.03653571892
221	0.03628760406
222	0.03582858129
223	0.03546754206
224	0.03509114898
225	0.03469397056
226	0.03420277266
227	0.03384644807
228	0.03344011726
229	0.03324799237
230	0.03289926672
231	0.03256636344
232	0.03249742874
233	0.03218755222
234	0.03196563102
235	0.03167005968
236	0.03126945999
237	0.03095600528
238	0.03057883637
239	0.03049205123
240	0.03033553886
241	0.03029690158
242	0.02988140551
243	0.02956532428
244	0.02936673529
245	0.0291827243
246	0.02907997778
247	0.02889399794
248	0.02854550745
249	0.02832659589
250	0.02829896489
251	0.02819632877
252	0.02799988622
253	0.02781652776
254	0.0274958863
255	0.02721922674
256	0.02700279765
257	0.02688761242
258	0.02665233727
259	0.02655133283
260	0.02633050936
261	0.02612707633
262	0.02586376194
263	0.02578734279
264	0.02575953445
265	0.02556846088
266	0.02525412157
267	0.02503020432
268	0.02488599135
269	0.02471083134
270	0.02445399946
271	0.02443746466
272	0.02424401554
273	0.02423102393
274	0.0241113207
275	0.02396319754
276	0.02379081574
277	0.0236546497
278	0.0236385024
279	0.0235884472
280	0.02333740647
281	0.02312216981
282	0.02298354571
283	0.02282547394
284	0.02260033353
285	0.02251098541
286	0.02242296442
287	0.02233503247
288	0.02216316219
289	0.02204406509
290	0.02191484681
291	0.02183263495
292	0.02175429294
293	0.02158706415
294	0.02139793039
295	0.02130691666
296	0.02121619695
297	0.02105827229
298	0.02093823689
299	0.02082385017
300	0.02063723011
301	0.02052809029
302	0.02033271284
303	0.02022046965
304	0.02006408005
305	0.01992658615
306	0.01978619818
307	0.01967034677
308	0.01965774872
309	0.01956931528
310	0.01946472831
311	0.01932295677
312	0.01920159294
313	0.01904046917
314	0.01889528543
315	0.01873512859
316	0.01857742956
317	0.01850750056
318	0.0183805901
319	0.01829045457
320	0.01819914361
321	0.01810099631
322	0.01796627033
323	0.01784689232
324	0.01775587683
325	0.01767974225
326	0.01756337973
327	0.01748662718
328	0.0174060131
329	0.01738810688
330	0.01725850257
331	0.017163057
332	0.01710985595
333	0.01699980819
334	0.01694708721
335	0.01683785595
336	0.0167305216
337	0.01658263208
338	0.01653185191
339	0.01644461462
340	0.01634007614
341	0.01622210324
342	0.0161469487
343	0.01602513581
344	0.01597359808
345	0.01584156908
346	0.01581250245
347	0.01571762283
348	0.015586723
349	0.01547483333
350	0.01540248865
351	0.01539416593
352	0.01531538451
353	0.01525010182
354	0.01514955778
355	0.01504864981
356	0.01497128881
357	0.01489217918
358	0.0148168458
359	0.01474957782
360	0.01470033805
361	0.01462948847
362	0.01452183317
363	0.01443440306
364	0.01433072698
365	0.01428045143
366	0.01420893594
367	0.01414280583
368	0.01404492129
369	0.01401671076
370	0.01395226346
371	0.01394579914
372	0.01387547332
373	0.01384228941
374	0.01376329281
375	0.01370879524
376	0.01363170184
377	0.01358460524
378	0.01351202119
379	0.01342483681
380	0.01339977331
381	0.01337066974
382	0.01328907659
383	0.01326956997
384	0.01316070319
385	0.01312955405
386	0.01308678416
387	0.01305890452
388	0.01298810462
389	0.01294635732
390	0.01287139542
391	0.01281705527
392	0.01275573495
393	0.01272307227
394	0.01271250653
395	0.01266026591
396	0.01265450957
397	0.01258351447
398	0.01252563891
399	0.01247323371
400	0.01242682463
401	0.01234969382
402	0.01234501198
403	0.01228948549
404	0.0122548797
405	0.01224973563
406	0.01218015288
407	0.01212159799
408	0.01207122683
409	0.01202138904
410	0.01201710016
411	0.01200157215
412	0.0119953042
413	0.01195799231
414	0.01192556074
415	0.01188764605
416	0.01188030875
417	0.01181541384
418	0.01181162376
419	0.01176195135
420	0.01171566277
421	0.01164493718
422	0.01162111551
423	0.01160389397
424	0.01155195693
425	0.01154329315
426	0.01153707352
427	0.01148610836
428	0.01145121301
429	0.01137883627
430	0.01133312468
431	0.01128343393
432	0.01118861837
433	0.01116290803
434	0.0111241115
435	0.01111846069
436	0.01105560037
437	0.01097471375
438	0.01092935834
439	0.01088366469
440	0.01085298669
441	0.01084725673
442	0.01082095457
443	0.01076504689
444	0.01075509897
445	0.01075075962
446	0.01074054811
447	0.01069351628
448	0.01063460121
449	0.01059364246
450	0.01053901846
451	0.01048827561
452	0.01043865192
453	0.01040979579
454	0.01040201541
455	0.01036178378
456	0.01032925003
457	0.01026634914
458	0.01024063308
459	0.01023690578
460	0.01020645367
461	0.01015457845
462	0.01009876848
463	0.01009456318
464	0.01005712003
465	0.01001759321
466	0.00999767935
467	0.009949130888
468	0.009945879097
469	0.009928866515
470	0.009921801487
471	0.009916626566
472	0.009867956688
473	0.009819898582
474	0.009791643677
475	0.009744863518
476	0.009698885439
477	0.009659311305
478	0.00960574314
479	0.009601706479
480	0.009564568808
481	0.009515235757
482	0.009496239886
483	0.009482257997
484	0.009456366081
485	0.009424050033
486	0.009390031159
487	0.009387145276
488	0.009348892773
489	0.009314799438
490	0.009254595125
491	0.009251095155
492	0.009238575177
493	0.009234847786
494	0.009178659913
495	0.009143239133
496	0.009119006763
497	0.009102895905
498	0.009095355222
499	0.009060536584
500	0.009039459396
501	0.008992950457
502	0.008973981164
503	0.008966870592
504	0.008939741869
505	0.008898148787
506	0.008873402107
507	0.008843539225
508	0.00884049211
509	0.008837307309
510	0.008816595103
511	0.008813360623
512	0.008804479059
513	0.008800848219
514	0.008797718126
515	0.008792001678
516	0.008765425543
517	0.00873588954
518	0.008704922248
519	0.008672168788
520	0.008641795238
521	0.008602131887
522	0.008560687005
523	0.008534129013
524	0.008508867554
525	0.008480107431
526	0.008476933916
527	0.008473222773
528	0.008429761667
529	0.008394972771
530	0.008345856946
531	0.008310738324
532	0.008297270277
533	0.00829107522
534	0.008271120543
535	0.008241904586
536	0.008220858772
537	0.008206384401
538	0.008187553688
539	0.008183064904
540	0.008142069254
541	0.008119315868
542	0.008090671615
543	0.008086187586
544	0.008067750319
545	0.008031041902
546	0.008022491874
547	0.007996881453
548	0.007963961032
549	0.007937925189
550	0.007934780286
551	0.007907819525
552	0.007869395647
553	0.007844539961
554	0.007827713013
555	0.00780581268
556	0.007770092965
557	0.007732639682
558	0.007693321968
559	0.00766674003
560	0.007656195002
561	0.007628410724
562	0.007594590488
563	0.007588405309
564	0.007565137803
565	0.007550793273
566	0.007525820095
567	0.00751611354
568	0.007481012491
569	0.007477843322
570	0.007449615582
571	0.007446998371
572	0.007419149634
573	0.007388470105
574	0.007385406346
575	0.007363488334
576	0.007361643488
577	0.007339207851
578	0.007321026373
579	0.007317360887
580	0.007275123723
581	0.007236993333
582	0.007234357105
583	0.007231772179
584	0.007223761333
585	0.007204229107
586	0.007182868776
587	0.007145816967
588	0.007130592277
589	0.007128376028
590	0.007125253542
591	0.007094668531
592	0.007073577737
593	0.007070768946
594	0.007052563342
595	0.007045231723
596	0.00702921045
597	0.007004126499
598	0.00700153443
599	0.006977897471
600	0.006973787366
601	0.006971604155
602	0.00695288637
603	0.006919237265
604	0.006890270564
605	0.006871109608
606	0.006854999061
607	0.006844402324
608	0.006839237778
609	0.006833684131
610	0.006809879337
611	0.006796938473
612	0.006767607843
613	0.006761054724
614	0.00675179186
615	0.006736485653
616	0.006727494072
617	0.006701449508
618	0.006684576894
619	0.006682214957
620	0.006678797607
621	0.006674162411
622	0.006656707215
623	0.006636191353
624	0.006634697273
625	0.006617502023
626	0.006593156913
627	0.006591366164
628	0.006570176477
629	0.006568449989
630	0.006557942976
631	0.006538029993
632	0.00651551732
633	0.006508839792
634	0.006498542015
635	0.006489369615
636	0.006472591655
637	0.00645816848
638	0.006419951132
639	0.006393941713
640	0.006384232337
641	0.006382652557
642	0.006369541379
643	0.006348687654
644	0.006342649077
645	0.006322352145
646	0.006316102513
647	0.006304377569
648	0.006297438791
649	0.006273301228
650	0.006268946449
651	0.0062593691
652	0.00624117448
653	0.006231556814
654	0.006225354982
655	0.006208884303
656	0.006200589484
657	0.006188669112
658	0.006187079873
659	0.006185365936
660	0.006164883709
661	0.006153558422
662	0.006126471776
663	0.006110357957
664	0.006099861835
665	0.006087196925
666	0.006073143256
667	0.006050791442
668	0.006033918459
669	0.006031686618
670	0.006010165943
671	0.005997993886
672	0.00597421068
673	0.005962642347
674	0.005960468309
675	0.00595454468
676	0.005943527052
677	0.005923909391
678	0.005914732738
679	0.00590106163
680	0.005895269759
681	0.005887120657
682	0.005878602877
683	0.005860966252
684	0.005843567984
685	0.005827301438
686	0.005817028484
687	0.005795884972
688	0.005779420474
689	0.005772938295
690	0.005758515903
691	0.005747313527
692	0.005734644276
693	0.005722791123
694	0.005707318385
695	0.005696501845
696	0.005679455641
697	0.005663464434
698	0.005647543725
699	0.005628076594
