experiment_id,fold,head,bin,auc,sens_at_fpr,thr_at_fpr,n_pos,n_neg,fpr_target
late_fusion_lr,1,fus,"(5.0,10.0]",0.6791208791208792,0.14285714285714285,0.2970913805345705,7,65,0.1
late_fusion_lr,1,fus,=0,0.5307692307692308,0.25,0.2970913805345705,4,65,0.1
late_fusion_lr,2,txt,"(0.0,5.0]",0.8175824175824176,0.42857142857142855,0.3344880956541517,7,65,0.1
late_fusion_lr,2,txt,"(10.0,15.0]",0.676923076923077,0.14285714285714285,0.3344880956541517,7,65,0.1
late_fusion_lr,2,txt,"(5.0,10.0]",0.6598290598290597,0.3333333333333333,0.3344880956541517,9,65,0.1
late_fusion_lr,2,txt,=0,0.44102564102564107,0.0,0.3344880956541517,3,65,0.1
late_fusion_lr,2,aud,"(0.0,5.0]",0.5802197802197803,0.0,0.4496159659197615,7,65,0.1
late_fusion_lr,2,aud,"(10.0,15.0]",0.41978021978021973,0.0,0.4496159659197615,7,65,0.1
late_fusion_lr,2,aud,"(5.0,10.0]",0.4735042735042735,0.1111111111111111,0.4496159659197615,9,65,0.1
late_fusion_lr,2,aud,=0,0.6461538461538461,0.3333333333333333,0.4496159659197615,3,65,0.1
late_fusion_lr,2,fus,"(0.0,5.0]",0.7406593406593406,0.2857142857142857,0.32079981616022896,7,65,0.1
late_fusion_lr,2,fus,"(10.0,15.0]",0.5890109890109889,0.0,0.32079981616022896,7,65,0.1
late_fusion_lr,2,fus,"(5.0,10.0]",0.6273504273504273,0.1111111111111111,0.32079981616022896,9,65,0.1
late_fusion_lr,2,fus,=0,0.6,0.0,0.32079981616022896,3,65,0.1
late_fusion_lr,3,txt,"(0.0,5.0]",0.5920138888888888,0.1111111111111111,0.37526307522673197,9,64,0.1
late_fusion_lr,3,txt,"(10.0,15.0]",0.41015625,0.25,0.37526307522673197,4,64,0.1
late_fusion_lr,3,txt,"(5.0,10.0]",0.654296875,0.25,0.37526307522673197,8,64,0.1
late_fusion_lr,3,txt,=0,0.5260416666666667,0.16666666666666666,0.37526307522673197,6,64,0.1
late_fusion_lr,3,aud,"(0.0,5.0]",0.6354166666666666,0.1111111111111111,0.4202241114584395,9,64,0.1
late_fusion_lr,3,aud,"(10.0,15.0]",0.8125,0.5,0.4202241114584395,4,64,0.1
late_fusion_lr,3,aud,"(5.0,10.0]",0.646484375,0.375,0.4202241114584395,8,64,0.1
late_fusion_lr,3,aud,=0,0.7291666666666667,0.3333333333333333,0.4202241114584395,6,64,0.1
late_fusion_lr,3,fus,"(0.0,5.0]",0.5954861111111112,0.1111111111111111,0.3482897756199426,9,64,0.1
late_fusion_lr,3,fus,"(10.0,15.0]",0.4453125,0.25,0.3482897756199426,4,64,0.1
late_fusion_lr,3,fus,"(5.0,10.0]",0.662109375,0.25,0.3482897756199426,8,64,0.1
late_fusion_lr,3,fus,=0,0.53125,0.16666666666666666,0.3482897756199426,6,64,0.1
late_fusion_lr,4,txt,"(0.0,5.0]",0.7316239316239316,0.3333333333333333,0.3248610662509436,9,65,0.1
late_fusion_lr,4,txt,"(10.0,15.0]",0.39692307692307693,0.0,0.3248610662509436,5,65,0.1
late_fusion_lr,4,txt,"(5.0,10.0]",0.6192307692307693,0.25,0.3248610662509436,4,65,0.1
late_fusion_lr,4,txt,=0,0.5538461538461539,0.125,0.3248610662509436,8,65,0.1
late_fusion_lr,4,aud,"(0.0,5.0]",0.5282051282051281,0.0,0.5471543129648752,9,65,0.1
late_fusion_lr,4,aud,"(10.0,15.0]",0.44,0.2,0.5471543129648752,5,65,0.1
late_fusion_lr,4,aud,"(5.0,10.0]",0.44999999999999996,0.0,0.5471543129648752,4,65,0.1
late_fusion_lr,4,aud,=0,0.6692307692307692,0.5,0.5471543129648752,8,65,0.1
late_fusion_lr,4,fus,"(0.0,5.0]",0.6564102564102564,0.3333333333333333,0.3330494483652474,9,65,0.1
late_fusion_lr,4,fus,"(10.0,15.0]",0.44923076923076916,0.0,0.3330494483652474,5,65,0.1
late_fusion_lr,4,fus,"(5.0,10.0]",0.49615384615384617,0.0,0.3330494483652474,4,65,0.1
late_fusion_lr,4,fus,=0,0.6461538461538462,0.25,0.3330494483652474,8,65,0.1
late_fusion_lr,5,txt,"(0.0,5.0]",0.6365384615384615,0.25,0.35006568285748674,8,65,0.1
late_fusion_lr,5,txt,"(10.0,15.0]",0.4596153846153846,0.0,0.35006568285748674,8,65,0.1
late_fusion_lr,5,txt,"(5.0,10.0]",0.3769230769230769,0.0,0.35006568285748674,4,65,0.1
late_fusion_lr,5,txt,=0,0.5512820512820513,0.0,0.35006568285748674,6,65,0.1
late_fusion_lr,5,aud,"(0.0,5.0]",0.6173076923076923,0.25,0.5770954831654304,8,65,0.1
late_fusion_lr,5,aud,"(10.0,15.0]",0.7057692307692308,0.375,0.5770954831654304,8,65,0.1
late_fusion_lr,5,aud,"(5.0,10.0]",0.5307692307692308,0.25,0.5770954831654304,4,65,0.1
late_fusion_lr,5,aud,=0,0.6641025641025641,0.3333333333333333,0.5770954831654304,6,65,0.1
late_fusion_lr,5,fus,"(0.0,5.0]",0.648076923076923,0.25,0.3299970447503817,8,65,0.1
late_fusion_lr,5,fus,"(10.0,15.0]",0.5750000000000001,0.125,0.3299970447503817,8,65,0.1
late_fusion_lr,5,fus,"(5.0,10.0]",0.43076923076923074,0.0,0.3299970447503817,4,65,0.1
late_fusion_lr,5,fus,=0,0.6102564102564102,0.0,0.3299970447503817,6,65,0.1
text_lr,1,txt,"(0.0,5.0]",0.6102564102564102,0.3333333333333333,0.3030865275152632,12,65,0.1
text_lr,1,txt,"(10.0,15.0]",0.4923076923076923,0.0,0.3030865275152632,3,65,0.1
text_lr,1,txt,"(5.0,10.0]",0.6153846153846154,0.42857142857142855,0.3030865275152632,7,65,0.1
text_lr,1,txt,=0,0.5884615384615385,0.25,0.3030865275152632,4,65,0.1
text_lr,2,txt,"(0.0,5.0]",0.8175824175824176,0.42857142857142855,0.3344880956541517,7,65,0.1
text_lr,2,txt,"(10.0,15.0]",0.676923076923077,0.14285714285714285,0.3344880956541517,7,65,0.1
text_lr,2,txt,"(5.0,10.0]",0.6598290598290597,0.3333333333333333,0.3344880956541517,9,65,0.1
text_lr,2,txt,=0,0.44102564102564107,0.0,0.3344880956541517,3,65,0.1
text_lr,3,txt,"(0.0,5.0]",0.5920138888888888,0.1111111111111111,0.37526307522673197,9,64,0.1
text_lr,3,txt,"(10.0,15.0]",0.41015625,0.25,0.37526307522673197,4,64,0.1
text_lr,3,txt,"(5.0,10.0]",0.654296875,0.25,0.37526307522673197,8,64,0.1
text_lr,3,txt,=0,0.5260416666666667,0.16666666666666666,0.37526307522673197,6,64,0.1
text_lr,4,txt,"(0.0,5.0]",0.7316239316239316,0.3333333333333333,0.3248610662509436,9,65,0.1
text_lr,4,txt,"(10.0,15.0]",0.39692307692307693,0.0,0.3248610662509436,5,65,0.1
text_lr,4,txt,"(5.0,10.0]",0.6192307692307693,0.25,0.3248610662509436,4,65,0.1
text_lr,4,txt,=0,0.5538461538461539,0.125,0.3248610662509436,8,65,0.1
text_lr,5,txt,"(0.0,5.0]",0.6365384615384615,0.25,0.35006568285748674,8,65,0.1
text_lr,5,txt,"(10.0,15.0]",0.4596153846153846,0.0,0.35006568285748674,8,65,0.1
text_lr,5,txt,"(5.0,10.0]",0.3769230769230769,0.0,0.35006568285748674,4,65,0.1
text_lr,5,txt,=0,0.5512820512820513,0.0,0.35006568285748674,6,65,0.1
text_svm_cal,1,txt,"(0.0,5.0]",0.5371794871794873,0.25,0.3031651582053153,12,65,0.1
text_svm_cal,1,txt,"(10.0,15.0]",0.4923076923076922,0.0,0.3031651582053153,3,65,0.1
text_svm_cal,1,txt,"(5.0,10.0]",0.6615384615384615,0.42857142857142855,0.3031651582053153,7,65,0.1
text_svm_cal,1,txt,=0,0.573076923076923,0.0,0.3031651582053153,4,65,0.1
text_svm_cal,2,txt,"(0.0,5.0]",0.6813186813186813,0.42857142857142855,0.30560683615025674,7,65,0.1
text_svm_cal,2,txt,"(10.0,15.0]",0.5978021978021978,0.0,0.30560683615025674,7,65,0.1
text_svm_cal,2,txt,"(5.0,10.0]",0.6803418803418803,0.3333333333333333,0.30560683615025674,9,65,0.1
text_svm_cal,2,txt,=0,0.3948717948717948,0.0,0.30560683615025674,3,65,0.1
text_svm_cal,3,txt,"(0.0,5.0]",0.5694444444444444,0.1111111111111111,0.43572414267140663,9,64,0.1
text_svm_cal,3,txt,"(10.0,15.0]",0.390625,0.0,0.43572414267140663,4,64,0.1
text_svm_cal,3,txt,"(5.0,10.0]",0.642578125,0.25,0.43572414267140663,8,64,0.1
text_svm_cal,3,txt,=0,0.4973958333333333,0.16666666666666666,0.43572414267140663,6,64,0.1
text_svm_cal,4,txt,"(0.0,5.0]",0.7213675213675214,0.3333333333333333,0.3245818365215805,9,65,0.1
text_svm_cal,4,txt,"(10.0,15.0]",0.4307692307692308,0.0,0.3245818365215805,5,65,0.1
text_svm_cal,4,txt,"(5.0,10.0]",0.6346153846153846,0.25,0.3245818365215805,4,65,0.1
